Location_key,Region_name,District,Population_density,Terrain_type,Distance_to_water
2936,Adamawa Region,Vina,233.63,Plains,6.14
2937,South Region,Ocean,311.95,Forest,5.41
2938,Northwest Region,Donga-Mantung,181.31,Mountainous,10.28
2939,Southwest Region,Kupe-Manenguba,410.38,Coastal,5.1
2940,Littoral Region,Wouri,423.67,Coastal,13.5
2941,West Region,Haut-Nkam,304.92,Plains,16.43
2942,West Region,Bamboutos,273.82,Coastal,14.31
2943,East Region,Boumba-et-Ngoko,260.04,Plains,9.7
2944,North Region,Benoue,273.76,Plains,14.51
2945,North Region,Mayo-Louti,152.32,Coastal,13.06
2946,South Region,Vallee-du-Ntem,92.34,Plains,8.76
2947,North Region,Benoue,362.59,Forest,17.5
2948,Far North Region,Mayo-Sava,233.78,Mountainous,9.13
2949,East Region,Boumba-et-Ngoko,352.97,Forest,17.54
2950,East Region,Lom-et-Djerem,187.25,Plains,7.71
2951,Littoral Region,Wouri,271.73,Plains,0.81
2952,West Region,Bamboutos,95.5,Forest,14.22
2953,Adamawa Region,Mayo-Banyo,469.2,Coastal,16.82
2954,Far North Region,Mayo-Danay,91.07,Mountainous,2.53
2955,Centre Region,Nyong-et-Kelle,258.53,Plains,16.34
2956,East Region,Lom-et-Djerem,426.62,Plains,0.73
2957,Far North Region,Mayo-Tsanaga,160.31,Plains,0.39
2958,Southwest Region,Meme,188.05,Plains,16.74
2959,Adamawa Region,Faro-et-Deo,198.37,Coastal,7.68
2960,Centre Region,Nyong-et-Kelle,317.18,Forest,6.1
2961,North Region,Benoue,90.85,Mountainous,14.26
2962,Far North Region,Mayo-Danay,414.88,Forest,5.69
2963,East Region,Haut-Nyong,162.54,Forest,16.6
2964,South Region,Mvila,150.17,Plains,14.26
2965,Littoral Region,Moungo,216.09,Plains,9.61
2966,South Region,Ocean,325.77,Coastal,16.4
2967,Centre Region,Lekie,125.63,Plains,12.41
2968,North Region,Mayo-Rey,356.79,Forest,17.63
2969,Adamawa Region,Djerem,97.46,Plains,8.35
2970,Centre Region,Nyong-et-Kelle,411.61,Forest,9.06
2971,North Region,Faro,318.99,Forest,10.61
2972,South Region,Dja-et-Lobo,434.43,Mountainous,3.46
2973,Littoral Region,Nkam,104.67,Plains,9.46
2974,East Region,Boumba-et-Ngoko,498.15,Forest,13.2
2975,Northwest Region,Momo,482.17,Coastal,1.1
2976,Northwest Region,Donga-Mantung,199.16,Mountainous,3.71
2977,Adamawa Region,Djerem,473.17,Forest,2.41
2978,North Region,Faro,447.61,Mountainous,12.16
2979,East Region,Boumba-et-Ngoko,448.55,Coastal,2.6
2980,East Region,Lom-et-Djerem,373.24,Forest,1.29
2981,Centre Region,Mfoundi,85.33,Forest,1.41
2982,South Region,Mvila,189.7,Plains,6.8
2983,Centre Region,Haute-Sanaga,458.68,Coastal,13.62
2984,South Region,Vallee-du-Ntem,444.2,Plains,15.09
2985,West Region,Menoua,303.38,Coastal,9.17
2986,Adamawa Region,Mayo-Banyo,225.01,Mountainous,12.81
2987,Centre Region,Mbam-et-Kim,372.6,Forest,6.12
2988,Centre Region,Lekie,478.72,Plains,14.36
2989,North Region,Faro,250.25,Forest,6.03
2990,Adamawa Region,Vina,188.81,Mountainous,17.61
2991,North Region,Mayo-Louti,482.68,Plains,13.25
2992,West Region,Bamboutos,482.76,Forest,8.22
2993,Southwest Region,Fako,148.44,Forest,4.74
2994,Southwest Region,Lebialem,210.14,Mountainous,18.31
2995,Southwest Region,Lebialem,102.55,Plains,11.42
2996,Southwest Region,Fako,322.45,Mountainous,11.55
2997,South Region,Mvila,214.65,Coastal,15.98
2998,Littoral Region,Sanaga-Maritime,374.21,Mountainous,6.58
2999,Littoral Region,Nkam,354.37,Coastal,4.95
